job-id,job-title,job-listing-date,job-url,job-location-state,job-location-city,job-location-area,job-location-suburb,job-advertiser,job-advertiser-email,job-advertiser-phone,job-classification,job-sub-classification,job-citizenship-required
51415523,Data Analyst (FTC),2021-01-29 20:15:50,https://www.seek.com.au/job/51415523,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",sydney,3X Partners,Yes,,Information & Communication Technology,Database Development & Administration,
51415308,Data Analyst,2021-01-29 11:33:58,https://www.seek.com.au/job/51415308,Australian Capital Territory,ACT,,canberra,Leidos,,,Information & Communication Technology,Database Development & Administration,Yes
51414564,Data Analyst,2021-01-29 07:45:23,https://www.seek.com.au/job/51414564,New South Wales,Sydney,,,Profusion Group,,Yes,Information & Communication Technology,Database Development & Administration,
51414327,Data Analyst and Econometrician,2021-01-29 07:15:16,https://www.seek.com.au/job/51414327,Australian Capital Territory,ACT,,canberra,First Grade Recruitment,,,Government & Defence,Government - Federal,Yes
51411442,Data Analyst,2021-01-29 04:19:55,https://www.seek.com.au/job/51411442,Australian Capital Territory,ACT,,,Paxus,,Yes,Information & Communication Technology,Business/Systems Analysts,Yes
51410843,Business Data Analyst,2021-01-29 03:48:07,https://www.seek.com.au/job/51410843,Australian Capital Territory,ACT,,canberra,Finite IT Recruitment,,Yes,Information & Communication Technology,Business/Systems Analysts,Yes
51410311,2 x Data Analysts (Data Lineage) - 6 month,2021-01-29 03:20:18,https://www.seek.com.au/job/51410311,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",sydney,The Recruitment Company,,Yes,Information & Communication Technology,Developers/Programmers,
51410068,Data Analyst,2021-01-29 03:06:59,https://www.seek.com.au/job/51410068,Victoria,Melbourne,CBD & Inner Suburbs,melbourne,Lendlease,,,Information & Communication Technology,Business/Systems Analysts,
51408771,APS5/6 Data Analyst,2021-01-29 01:50:12,https://www.seek.com.au/job/51408771,New South Wales,Sydney,,sydney,DFP Recruitment,Yes,Yes,Information & Communication Technology,Business/Systems Analysts,Yes
51407692,Senior Business/Data Analyst - 16 months contract,2021-01-29 00:51:15,https://www.seek.com.au/job/51407692,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",sydney,Reserve Bank of Australia,,,Government & Defence,Government - Federal,
51407691,Senior Business/Data Analyst - 16 months contract,2021-01-29 00:51:14,https://www.seek.com.au/job/51407691,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",sydney,Reserve Bank of Australia,,,Information & Communication Technology,Business/Systems Analysts,
51406774,Data Analyst - Contract role - Stable finance company,2021-01-28 23:54:18,https://www.seek.com.au/job/51406774,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",sydney,The Recruitment Company,,Yes,Information & Communication Technology,Developers/Programmers,
51403751,Data Analyst,2021-01-28 07:50:04,https://www.seek.com.au/job/51403751,Australian Capital Territory,ACT,,,GMT People,,Yes,Information & Communication Technology,Business/Systems Analysts,Yes
51402505,Lead Data Analyst,2021-01-28 05:45:28,https://www.seek.com.au/job/51402505,Victoria,Melbourne,,,Robert Walters,,Yes,Information & Communication Technology,Consultants,
51400105,Data Analyst - Power BI,2021-01-28 03:28:33,https://www.seek.com.au/job/51400105,Western Australia,Perth,"CBD, Inner & Western Suburbs",perth,Workpac Group,Yes,Yes,Information & Communication Technology,Business/Systems Analysts,
51398844,SQL Data Analyst,2021-01-28 02:15:40,https://www.seek.com.au/job/51398844,Queensland,Brisbane,CBD & Inner Suburbs,brisbane,Ampion,,,Information & Communication Technology,Database Development & Administration,
51396794,Data Analyst - Excel / SQL,2021-01-28 00:11:42,https://www.seek.com.au/job/51396794,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",sydney,Morgan McKinley,Yes,,Information & Communication Technology,Database Development & Administration,
51392887,APS5 Program | Data Analysis Officer,2021-01-27 06:46:02,https://www.seek.com.au/job/51392887,Australian Capital Territory,ACT,,,First People Recruitment Solutions,,Yes,Government & Defence,Government - Federal,Yes
51392653,Business Data Analyst,2021-01-27 06:25:25,https://www.seek.com.au/job/51392653,Northern Territories,Katherine & Northern Australia,,,Miwatj Health,Yes,,Information & Communication Technology,Business/Systems Analysts,
51391364,Technical Business / Data Analyst (SQL) | Insurance,2021-01-27 04:55:31,https://www.seek.com.au/job/51391364,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",sydney,Projectsource,,,Information & Communication Technology,Business/Systems Analysts,
51390691,Data Analyst,2021-01-27 04:10:31,https://www.seek.com.au/job/51390691,Victoria,Melbourne,CBD & Inner Suburbs,melbourne,Ericsson,,,Information & Communication Technology,Telecommunications,
51389460,Data Analyst,2021-01-27 02:59:47,https://www.seek.com.au/job/51389460,New South Wales,Sydney,,parramatta,Experis,,Yes,Information & Communication Technology,Business/Systems Analysts,
51388789,Data Analyst,2021-01-27 02:13:15,https://www.seek.com.au/job/51388789,New South Wales,Sydney,,,Mane Consulting,,Yes,Information & Communication Technology,Database Development & Administration,
51383771,Data Analyst,2021-01-26 03:11:55,https://www.seek.com.au/job/51383771,Victoria,Melbourne,CBD & Inner Suburbs,melbourne,Stantec Australia,,,Engineering,Other,
51381379,Data Analyst,2021-01-25 07:15:26,https://www.seek.com.au/job/51381379,Australian Capital Territory,ACT,,,Modis,Yes,Yes,Information & Communication Technology,Other,
51375466,Junior Data Analyst,2021-01-24 22:32:29,https://www.seek.com.au/job/51375466,South Australia,Adelaide,,,Datacom,,Yes,Information & Communication Technology,Database Development & Administration,Yes
51373370,Senior ETL Data Analyst,2021-01-23 04:48:40,https://www.seek.com.au/job/51373370,Victoria,Melbourne,CBD & Inner Suburbs,melbourne,Cognizant,,,Information & Communication Technology,Business/Systems Analysts,
51369664,Data Analyst,2021-01-22 05:16:16,https://www.seek.com.au/job/51369664,Queensland,Brisbane,CBD & Inner Suburbs,brisbane,CANSTAR,Yes,,Information & Communication Technology,Other,
51366683,Data Analyst,2021-01-22 02:49:58,https://www.seek.com.au/job/51366683,Australian Capital Territory,ACT,,,Hudson,,Yes,Information & Communication Technology,Business/Systems Analysts,Yes
51363119,Data Analyst,2021-01-21 23:01:19,https://www.seek.com.au/job/51363119,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",sydney,AJQ,,,Information & Communication Technology,Business/Systems Analysts,
51362718,CRM Data Analyst (Marketing Analysis),2021-01-21 22:30:26,https://www.seek.com.au/job/51362718,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",sydney,Total Resource Solutions,,,Information & Communication Technology,Business/Systems Analysts,
51360151,Data Analyst,2021-01-21 06:46:02,https://www.seek.com.au/job/51360151,Victoria,Melbourne,CBD & Inner Suburbs,melbourne,TheDriveGroup,,,Information & Communication Technology,Database Development & Administration,
51356057,Senior Business Analyst / Data Analyst,2021-01-21 02:30:53,https://www.seek.com.au/job/51356057,Australian Capital Territory,ACT,,,Torch Professional Services,,,Information & Communication Technology,Business/Systems Analysts,Yes
51355932,Senior business analyst / data analyst,2021-01-21 02:23:04,https://www.seek.com.au/job/51355932,Australian Capital Territory,ACT,,,Peoplebank,,Yes,Information & Communication Technology,Business/Systems Analysts,Yes
51347479,Data Analyst,2021-01-20 04:07:26,https://www.seek.com.au/job/51347479,Western Australia,Perth,,,Michael Page,,,Information & Communication Technology,Developers/Programmers,
51346686,Data Analyst - exciting start up in Sydney,2021-01-20 03:21:01,https://www.seek.com.au/job/51346686,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",sydney,Interface,,,Information & Communication Technology,Consultants,
51343754,Data Analyst - SAS,2021-01-20 00:28:24,https://www.seek.com.au/job/51343754,Queensland,Brisbane,,,4impact,,,Information & Communication Technology,Developers/Programmers,
51340572,Data Analyst,2021-01-19 17:40:17,https://www.seek.com.au/job/51340572,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",sydney,AAR Consulting Group,Yes,,Information & Communication Technology,Business/Systems Analysts,
51340214,APS 5 Data Analysis Officer,2021-01-19 10:12:48,https://www.seek.com.au/job/51340214,Australian Capital Territory,ACT,,canberra,Hudson,Yes,,Government & Defence,Government - Federal,Yes
51339378,Data Analyst 2021/1003/D,2021-01-19 07:18:24,https://www.seek.com.au/job/51339378,Queensland,Brisbane,,,U&U Recruitment Partners,Yes,Yes,Information & Communication Technology,Business/Systems Analysts,
51337335,Lead Business Analyst/Data Analyst,2021-01-19 05:09:59,https://www.seek.com.au/job/51337335,New South Wales,Sydney,North Shore & Northern Beaches,northsydney,FinXL IT Professional Services,,Yes,Information & Communication Technology,Business/Systems Analysts,
51331918,Billing and Data Analyst,2021-01-19 00:15:31,https://www.seek.com.au/job/51331918,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",sydney,Energy Trade Pty Ltd,Yes,,Information & Communication Technology,Business/Systems Analysts,
51329675,Project Resource - Technical Data Analyst - 6 month FTC,2021-01-18 21:40:32,https://www.seek.com.au/job/51329675,Victoria,Melbourne,,,Tabcorp,Yes,,Information & Communication Technology,Business/Systems Analysts,
51324254,Technical Data Analyst,2021-01-18 03:46:53,https://www.seek.com.au/job/51324254,Victoria,Melbourne,Eastern Suburbs,,Aurec Group,,,Information & Communication Technology,Business/Systems Analysts,
51319939,Data Analyst,2021-01-17 23:44:20,https://www.seek.com.au/job/51319939,Queensland,Brisbane,,,M&T Resources,Yes,Yes,Information & Communication Technology,Database Development & Administration,
51319877,Data Analyst,2021-01-17 23:40:17,https://www.seek.com.au/job/51319877,Queensland,Brisbane,CBD & Inner Suburbs,brisbane,Data#3,Yes,Yes,Information & Communication Technology,Business/Systems Analysts,
51317289,APS5-Data Analyst/Data Reporting,2021-01-17 09:00:37,https://www.seek.com.au/job/51317289,Australian Capital Territory,ACT,,canberra,Randstad,Yes,Yes,Government & Defence,Government - Federal,Yes
51548336,"Senior Data Engineer - Information Products, DIME",2021-02-16 05:42:43,https://www.seek.com.au/job/51548336,Victoria,Melbourne,CBD & Inner Suburbs,melbourne,Department of Health & Human Services VIC,Yes,,Government & Defence,Other,Yes
51548337,"Senior Data Engineer - Information Products, DIME",2021-02-16 05:42:43,https://www.seek.com.au/job/51548337,Victoria,Melbourne,CBD & Inner Suburbs,melbourne,Department of Health & Human Services VIC,Yes,,Government & Defence,Government - State,Yes
51545141,Senior Software Engineer - Data,2021-02-16 02:56:16,https://www.seek.com.au/job/51545141,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",sydney,ING,Yes,,Information & Communication Technology,Engineering - Software,
51540814,Senior Data Engineer,2021-02-15 22:47:25,https://www.seek.com.au/job/51540814,Victoria,Melbourne,CBD & Inner Suburbs,melbourne,Versor Pty Ltd,,,Information & Communication Technology,Engineering - Software,
51540355,Microsoft Azure Data Engineer Consultant,2021-02-15 22:10:39,https://www.seek.com.au/job/51540355,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",sydney,Agile Analytics,,,Information & Communication Technology,Developers/Programmers,
51330839,Senior Data Engineer,2021-02-14 22:26:57,https://www.seek.com.au/job/51330839,Victoria,Melbourne,CBD & Inner Suburbs,melbourne,Servian,,,Information & Communication Technology,Engineering - Software,
51522872,Senior Data Engineer - Advanced - Sydney,2021-02-12 04:55:40,https://www.seek.com.au/job/51522872,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",sydney,Itoc,,,Information & Communication Technology,Database Development & Administration,
51515029,Senior Data Engineer,2021-02-11 10:34:10,https://www.seek.com.au/job/51515029,New South Wales,Sydney,North Shore & Northern Beaches,northsydney,Nine Network,,,Information & Communication Technology,Engineering - Software,
51499666,"Senior Data Engineer - Data Operations, DIME",2021-02-10 02:57:53,https://www.seek.com.au/job/51499666,Victoria,Melbourne,CBD & Inner Suburbs,melbourne,Department of Health & Human Services VIC,Yes,,Government & Defence,Government - State,Yes
51499665,"Senior Data Engineer - Data Operations, DIME",2021-02-10 02:57:53,https://www.seek.com.au/job/51499665,Victoria,Melbourne,CBD & Inner Suburbs,melbourne,Department of Health & Human Services VIC,Yes,,Information & Communication Technology,Other,Yes
51492052,Principal Data Engineer,2021-02-09 06:02:31,https://www.seek.com.au/job/51492052,Victoria,Melbourne,CBD & Inner Suburbs,melbourne,StraightUp,,,Information & Communication Technology,Database Development & Administration,
51484425,Senior Data Engineer,2021-02-08 22:43:44,https://www.seek.com.au/job/51484425,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",sydney,Aurec Group,,Yes,Information & Communication Technology,Engineering - Software,
51484399,Senior Snowflake Consultant,2021-02-08 22:41:53,https://www.seek.com.au/job/51484399,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",sydney,Aware Group,,,Information & Communication Technology,Developers/Programmers,
51463824,Senior Data Engineer,2021-02-05 01:18:03,https://www.seek.com.au/job/51463824,Queensland,Brisbane,CBD & Inner Suburbs,brisbane,NTT,,Yes,Information & Communication Technology,Database Development & Administration,
51458830,Senior Data Engineer,2021-02-04 06:45:31,https://www.seek.com.au/job/51458830,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",sydney,Preacta Recruitment,,,Information & Communication Technology,Engineering - Software,
51458647,Senior Data Engineer,2021-02-04 06:30:44,https://www.seek.com.au/job/51458647,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",sydney,Preacta Recruitment,,,Information & Communication Technology,Developers/Programmers,
51448091,Senior Data Engineer - AMP Capital Technology,2021-02-03 06:18:21,https://www.seek.com.au/job/51448091,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",sydney,AMP Capital Investors,,,Information & Communication Technology,Developers/Programmers,
51443828,Senior Data Engineer,2021-02-03 02:05:38,https://www.seek.com.au/job/51443828,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",sydney,Servian,,,Information & Communication Technology,Consultants,
51438228,Senior Data Engineer,2021-02-02 07:55:48,https://www.seek.com.au/job/51438228,New South Wales,Sydney,,,Peoplebank,Yes,,Information & Communication Technology,Engineering - Software,
51437348,Senior SQL Data engineer | 6 Month contract | Iconic Australian organisation,2021-02-02 06:15:47,https://www.seek.com.au/job/51437348,New South Wales,Sydney,,,Billigence,,,Information & Communication Technology,Developers/Programmers,
51436985,Senior Data Engineer,2021-02-02 05:54:20,https://www.seek.com.au/job/51436985,Victoria,Melbourne,CBD & Inner Suburbs,melbourne,Versent,Yes,,Information & Communication Technology,Engineering - Software,
51432819,Senior Data Engineer,2021-02-02 02:00:39,https://www.seek.com.au/job/51432819,Victoria,Melbourne,,,MYOB,,,Information & Communication Technology,Engineering - Software,
51422225,Azure Data Engineer,2021-02-01 02:07:50,https://www.seek.com.au/job/51422225,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",sydney,Tonic Solutions,,,Information & Communication Technology,Engineering - Software,
51417256,"Senior Engineer - SSIS, ETL and SQL.",2021-01-31 04:59:26,https://www.seek.com.au/job/51417256,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",sydney,Alloc8,,,Information & Communication Technology,Developers/Programmers,
51412748,Senior Data Engineer,2021-01-29 05:30:42,https://www.seek.com.au/job/51412748,New South Wales,Sydney,,,SustainAbility Consulting,,,Information & Communication Technology,Engineering - Software,
51396336,Data Engineer,2021-01-27 23:40:07,https://www.seek.com.au/job/51396336,Victoria,Melbourne,CBD & Inner Suburbs,melbourne,GMT People,,Yes,Information & Communication Technology,Developers/Programmers,
51393693,Senior Data Engineer,2021-01-27 09:05:04,https://www.seek.com.au/job/51393693,Victoria,Melbourne,CBD & Inner Suburbs,melbourne,Ignite Data Solutions,,,Information & Communication Technology,Developers/Programmers,
51379929,Senior Data Engineer,2021-01-25 04:46:11,https://www.seek.com.au/job/51379929,Victoria,Melbourne,CBD & Inner Suburbs,melbourne,Ampion,Yes,,Information & Communication Technology,Engineering - Software,
51369776,Senior Data Engineer,2021-01-22 05:23:05,https://www.seek.com.au/job/51369776,New South Wales,Sydney,,sydney,Motion Recruitment,,,Information & Communication Technology,Engineering - Software,
51352416,Senior Data Engineer - Data Modelling,2021-01-20 22:34:37,https://www.seek.com.au/job/51352416,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",sydney,The Iconic,,,Information & Communication Technology,Developers/Programmers,
51335722,Senior Data Engineer,2021-01-19 03:42:40,https://www.seek.com.au/job/51335722,Victoria,Melbourne,,,Capgemini,,,Information & Communication Technology,Engineering - Software,
51330434,Senior Data Engineer,2021-01-18 22:45:07,https://www.seek.com.au/job/51330434,Victoria,Melbourne,,,Robert Walters,,Yes,Information & Communication Technology,Engineering - Software,
51325379,Senior Data Engineer,2021-01-18 04:47:21,https://www.seek.com.au/job/51325379,Victoria,Melbourne,CBD & Inner Suburbs,melbourne,Private Advertiser,,,Information & Communication Technology,Engineering - Software,
51549897,Data Engineer / Lead,2021-02-16 08:07:40,https://www.seek.com.au/job/51549897,Western Australia,Perth,"CBD, Inner & Western Suburbs",perth,Paxus,,,Information & Communication Technology,Business/Systems Analysts,
51549155,Data Engineer,2021-02-16 06:32:31,https://www.seek.com.au/job/51549155,Victoria,Melbourne,CBD & Inner Suburbs,melbourne,Robert Half,Yes,Yes,Information & Communication Technology,Developers/Programmers,
51025822,Data Engineer,2021-02-16 06:13:54,https://www.seek.com.au/job/51025822,Victoria,Melbourne,CBD & Inner Suburbs,melbourne,Leidos,,,Information & Communication Technology,Database Development & Administration,Yes
51548612,Principal Data Engineer and Architect,2021-02-16 06:00:06,https://www.seek.com.au/job/51548612,Queensland,Brisbane,CBD & Inner Suburbs,brisbane,BHP,,,Information & Communication Technology,Architects,Yes
51548499,Data Engineer,2021-02-16 05:52:07,https://www.seek.com.au/job/51548499,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",sydney,The Onset,Yes,Yes,Information & Communication Technology,Engineering - Software,
51547876,Lead Consultant / Data Engineer,2021-02-16 05:15:36,https://www.seek.com.au/job/51547876,Queensland,Brisbane,,,Humanised Group,,,Information & Communication Technology,Other,
51547535,Data Engineer,2021-02-16 04:57:36,https://www.seek.com.au/job/51547535,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",chatswood,Recruitment Hive,,,Information & Communication Technology,Developers/Programmers,
51546572,"2 x Data Engineers ( Power BI, Azure Data factory, DAX) - Contract",2021-02-16 04:07:34,https://www.seek.com.au/job/51546572,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",sydney,The Recruitment Company,,Yes,Information & Communication Technology,Developers/Programmers,
51546145,Data Engineer,2021-02-16 03:46:08,https://www.seek.com.au/job/51546145,Western Australia,Perth,,,Talent International,,Yes,Information & Communication Technology,Database Development & Administration,
51545892,Data Engineer,2021-02-16 03:31:20,https://www.seek.com.au/job/51545892,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",sydney,Bridge Business Consulting,,,Information & Communication Technology,Engineering - Software,
51543110,Data Engineer,2021-02-16 00:58:25,https://www.seek.com.au/job/51543110,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",sydney,Woolworths Group,,,Information & Communication Technology,Developers/Programmers,
51541939,Cloud Data Engineer - EDP,2021-02-16 00:00:10,https://www.seek.com.au/job/51541939,Victoria,Melbourne,CBD & Inner Suburbs,melbourne,Coles Group,,,Information & Communication Technology,Engineering - Network,
51539397,Data Engineer,2021-02-15 12:05:44,https://www.seek.com.au/job/51539397,Victoria,Melbourne,CBD & Inner Suburbs,melbourne,Cognizant,,,Information & Communication Technology,Engineering - Software,
51539040,"Team Leader, Technical Services",2021-02-15 09:15:54,https://www.seek.com.au/job/51539040,New South Wales,Albury Area,,albury,Total HRM,Yes,Yes,Information & Communication Technology,Team Leaders,
51360457,Data Engineer,2021-02-15 07:08:26,https://www.seek.com.au/job/51360457,Queensland,Brisbane,CBD & Inner Suburbs,brisbane,Applus+,,,Information & Communication Technology,Engineering - Software,
51538011,Data Engineer,2021-02-15 06:52:41,https://www.seek.com.au/job/51538011,New South Wales,Sydney,,,Talenza,,,Information & Communication Technology,Database Development & Administration,
51536780,Data Engineer (ML),2021-02-15 05:32:24,https://www.seek.com.au/job/51536780,New South Wales,Sydney,Ryde & Macquarie Park,macquariepark,Corin Australia,Yes,,Information & Communication Technology,Database Development & Administration,
51536620,Data Engineer - Data modelling - Python/SQL,2021-02-15 05:23:41,https://www.seek.com.au/job/51536620,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",sydney,Mars Recruitment,Yes,Yes,Information & Communication Technology,Engineering - Software,
51535424,Data Engineer,2021-02-15 04:18:03,https://www.seek.com.au/job/51535424,Queensland,Gold Coast,,hopeisland,TechConnect IT Solutions Pty Ltd,,,Information & Communication Technology,Engineering - Software,
51532095,GCP Data Engineer,2021-02-15 01:16:50,https://www.seek.com.au/job/51532095,Victoria,Melbourne,,melbourne,Peoplebank,,,Information & Communication Technology,Database Development & Administration,
51531597,Data Engineer,2021-02-15 00:48:21,https://www.seek.com.au/job/51531597,Queensland,Brisbane,CBD & Inner Suburbs,brisbane,Urban Utilities,,,Information & Communication Technology,Engineering - Network,
51530929,Contract Data Engineer,2021-02-15 00:05:18,https://www.seek.com.au/job/51530929,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",sydney,Hays Recruitment,,,Information & Communication Technology,Architects,
51530686,Big data engineer,2021-02-14 23:52:36,https://www.seek.com.au/job/51530686,New South Wales,Sydney,,,Hydrogen Group,,,Information & Communication Technology,Engineering - Software,
51530381,Data Engineer - Fintech,2021-02-14 23:35:53,https://www.seek.com.au/job/51530381,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",sydney,MCS Consulting,,,Information & Communication Technology,Engineering - Software,
51525217,Data Engineer,2021-02-12 07:35:12,https://www.seek.com.au/job/51525217,Western Australia,Perth,"CBD, Inner & Western Suburbs",perth,Verse Group,Yes,Yes,Information & Communication Technology,Developers/Programmers,
51524778,Data Engineer - AWS,2021-02-12 06:45:42,https://www.seek.com.au/job/51524778,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",sydney,Perigon Group,,,Information & Communication Technology,Other,
51522560,Data Engineer - Intermediate Level - Sydney,2021-02-12 04:38:59,https://www.seek.com.au/job/51522560,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",sydney,Itoc,,,Information & Communication Technology,Database Development & Administration,
51519975,Data Engineers,2021-02-12 02:17:46,https://www.seek.com.au/job/51519975,Australian Capital Territory,ACT,,,Peoplebank,,Yes,Information & Communication Technology,Database Development & Administration,Yes
51518259,Software Engineer - Data,2021-02-12 00:29:30,https://www.seek.com.au/job/51518259,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",sydney,ING,Yes,,Information & Communication Technology,Engineering - Software,
51518017,BI Developer,2021-02-12 00:14:54,https://www.seek.com.au/job/51518017,Victoria,Melbourne,CBD & Inner Suburbs,melbourne,Private Advertiser,,,Information & Communication Technology,Developers/Programmers,
51517827,Data Engineer,2021-02-12 00:02:49,https://www.seek.com.au/job/51517827,Queensland,Brisbane,,toowong,Auto & General,,,Information & Communication Technology,Database Development & Administration,
51516614,x3 Data Engineers,2021-02-11 22:46:12,https://www.seek.com.au/job/51516614,Australian Capital Territory,ACT,,canberra,Ignite Recruitment,,Yes,Information & Communication Technology,Engineering - Software,Yes
51516214,Data Engineer,2021-02-11 22:10:16,https://www.seek.com.au/job/51516214,Australian Capital Territory,ACT,,canberra,PATH4 Group,Yes,,Information & Communication Technology,Database Development & Administration,Yes
51514146,Data Engineers,2021-02-11 07:00:40,https://www.seek.com.au/job/51514146,Australian Capital Territory,ACT,,canberra,Calleo,Yes,Yes,Information & Communication Technology,Developers/Programmers,
51514049,Data Engineer,2021-02-11 06:49:07,https://www.seek.com.au/job/51514049,Australian Capital Territory,ACT,,canberra,Whizdom,,Yes,Information & Communication Technology,Other,Yes
51513730,Data Engineer,2021-02-11 06:26:22,https://www.seek.com.au/job/51513730,Australian Capital Territory,ACT,,symonston,Recruitment Hive,,Yes,Information & Communication Technology,Engineering - Software,
51512536,Data Engineer,2021-02-11 05:10:22,https://www.seek.com.au/job/51512536,Victoria,Melbourne,,,Paxus,,Yes,Information & Communication Technology,Database Development & Administration,Yes
51512456,Data Engineer,2021-02-11 05:05:06,https://www.seek.com.au/job/51512456,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",sydney,Steadfast Group,,,Information & Communication Technology,Engineering - Software,
51512368,Data Engineer,2021-02-11 05:00:31,https://www.seek.com.au/job/51512368,Victoria,Melbourne,Eastern Suburbs,,Find A Job,,,Information & Communication Technology,Database Development & Administration,
51512292,Data Engineer,2021-02-11 04:56:52,https://www.seek.com.au/job/51512292,Victoria,Melbourne,CBD & Inner Suburbs,melbourne,Findex,,,Information & Communication Technology,Engineering - Software,
51509463,Big Data Engineer (Multiple Positions),2021-02-11 02:10:14,https://www.seek.com.au/job/51509463,Victoria,Melbourne,CBD & Inner Suburbs,melbourne,Adaps IT,,Yes,Information & Communication Technology,Developers/Programmers,
51504249,Data Engineer,2021-02-10 08:57:05,https://www.seek.com.au/job/51504249,Australian Capital Territory,ACT,,canberra,Data Refactory,,,Information & Communication Technology,Engineering - Software,Yes
51503693,Data Engineer,2021-02-10 07:15:08,https://www.seek.com.au/job/51503693,Victoria,Melbourne,CBD & Inner Suburbs,melbourne,Talent International,Yes,,Information & Communication Technology,Database Development & Administration,Yes
51502672,Data Engineer,2021-02-10 05:50:55,https://www.seek.com.au/job/51502672,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",sydney,Hudson,,Yes,Information & Communication Technology,Developers/Programmers,
51501922,Data Engineer / Analyst,2021-02-10 05:04:56,https://www.seek.com.au/job/51501922,Victoria,Melbourne,,,Department of Justice and Community Safety VIC,,,Government & Defence,Government - State,
51501921,Data Engineer / Analyst,2021-02-10 05:04:56,https://www.seek.com.au/job/51501921,Victoria,Melbourne,,,Department of Justice and Community Safety VIC,,,Information & Communication Technology,Database Development & Administration,
51501172,Data Engineer,2021-02-10 04:19:55,https://www.seek.com.au/job/51501172,Queensland,Brisbane,CBD & Inner Suburbs,brisbane,Mater Group,,,Government & Defence,Government - State,
51501171,Data Engineer,2021-02-10 04:19:54,https://www.seek.com.au/job/51501171,Queensland,Brisbane,CBD & Inner Suburbs,brisbane,Mater Group,,,Information & Communication Technology,Database Development & Administration,
51501052,Developer (Other)_261312 - Developer Programmer,2021-02-10 04:11:47,https://www.seek.com.au/job/51501052,Victoria,Melbourne,CBD & Inner Suburbs,melbourne,Tech Mahindra,,,Information & Communication Technology,Developers/Programmers,
51499507,Lead Data Engineer,2021-02-10 02:48:19,https://www.seek.com.au/job/51499507,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",sydney,Macquarie Group,,,Information & Communication Technology,Engineering - Software,
51499273,Lead Data Engineer,2021-02-10 02:35:30,https://www.seek.com.au/job/51499273,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",sydney,Macquarie Group,,,Information & Communication Technology,Engineering - Software,
51285226,Azure Platform & Data Engineer,2021-02-10 02:10:11,https://www.seek.com.au/job/51285226,Victoria,Melbourne,CBD & Inner Suburbs,richmond,7 Eleven,,,Information & Communication Technology,Engineering - Software,
51498129,"Principal Data Engineer - Information Products, DIME",2021-02-10 01:24:54,https://www.seek.com.au/job/51498129,Victoria,Melbourne,CBD & Inner Suburbs,melbourne,Department of Health & Human Services VIC,Yes,,Government & Defence,Government - State,Yes
51498128,"Principal Data Engineer - Information Products, DIME",2021-02-10 01:24:54,https://www.seek.com.au/job/51498128,Victoria,Melbourne,CBD & Inner Suburbs,melbourne,Department of Health & Human Services VIC,Yes,,Information & Communication Technology,Other,Yes
51497718,Cloud Developer/Data Engineer,2021-02-10 01:00:56,https://www.seek.com.au/job/51497718,Victoria,Melbourne,CBD & Inner Suburbs,melbourne,Energy Australia,,,Information & Communication Technology,Developers/Programmers,
