job-id,job-title,job-listing-date,job-url,job-location-state,job-location-city,job-location-area,job-location-suburb,job-advertiser,job-advertiser-email,job-advertiser-phone,job-classification,job-sub-classification,job-citizenship-required
51396756,ETL Developer,2021-01-28 00:09:07,https://www.seek.com.au/job/51396756,Australian Capital Territory,ACT,,,Aurec Group,,Yes,Information & Communication Technology,Developers/Programmers,Yes
51390576,Data Warehouse - SAS DI/ETL Developer,2021-01-27 04:02:12,https://www.seek.com.au/job/51390576,Australian Capital Territory,ACT,,canberra,Peoplebank,,Yes,Information & Communication Technology,Developers/Programmers,Yes
51386726,SAS DI/ETL Developer,2021-01-26 23:57:17,https://www.seek.com.au/job/51386726,Australian Capital Territory,ACT,,canberra,Finite IT Recruitment,,Yes,Information & Communication Technology,Developers/Programmers,Yes
51381348,Data Warehouse Developer,2021-01-25 07:10:02,https://www.seek.com.au/job/51381348,Australian Capital Territory,ACT,,,GMT People,,Yes,Information & Communication Technology,Developers/Programmers,Yes
51357372,ETL Developer,2021-01-21 03:45:50,https://www.seek.com.au/job/51357372,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",sydney,Genesis Recruitment Solutions,,,Information & Communication Technology,Developers/Programmers,
51355068,ETL Developer | SSIS,2021-01-21 01:30:03,https://www.seek.com.au/job/51355068,New South Wales,Sydney,,,FIRESOFT People,,,Information & Communication Technology,Developers/Programmers,
51354536,ETL Developer,2021-01-21 00:58:46,https://www.seek.com.au/job/51354536,Australian Capital Territory,ACT,,canberra,NTT,,Yes,Information & Communication Technology,Developers/Programmers,Yes
51342878,ETL Developer,2021-01-19 23:37:12,https://www.seek.com.au/job/51342878,Australian Capital Territory,ACT,,canberra,Aris Zinc,,Yes,Information & Communication Technology,Developers/Programmers,
51486991,Senior Database Developer,2021-02-09 01:20:35,https://www.seek.com.au/job/51486991,New South Wales,"Wollongong, Illawarra & South Coast",,wollongong,Objective Corporation,,,Information & Communication Technology,Developers/Programmers,
51333680,Senior Database Developer,2021-01-19 01:47:40,https://www.seek.com.au/job/51333680,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",sydney,UGL,,,Information & Communication Technology,Engineering - Software,
51506772,Full Stack Web/Database Developer,2021-02-10 23:24:06,https://www.seek.com.au/job/51506772,Victoria,Melbourne,CBD & Inner Suburbs,cremorne,Zenu Real Estate,,,Information & Communication Technology,Developers/Programmers,
51499229,Database Developer - (6 months Fixed Term Contract),2021-02-10 02:32:15,https://www.seek.com.au/job/51499229,Victoria,Melbourne,CBD & Inner Suburbs,melbourne,Civica,,,Information & Communication Technology,Database Development & Administration,
51493611,Database Developer,2021-02-09 09:04:05,https://www.seek.com.au/job/51493611,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",sydney,Commonwealth Bank of Australia,,,Information & Communication Technology,Database Development & Administration,
51478463,Database Developer,2021-02-08 03:17:56,https://www.seek.com.au/job/51478463,Western Australia,Perth,"CBD, Inner & Western Suburbs",perth,Robert Half,,,Information & Communication Technology,Database Development & Administration,
51459440,SQL Server Database Developer,2021-02-04 08:20:03,https://www.seek.com.au/job/51459440,Australian Capital Territory,ACT,,,GMT People,,Yes,Information & Communication Technology,Database Development & Administration,Yes
51459109,SQL Server Database Developer,2021-02-04 07:17:10,https://www.seek.com.au/job/51459109,Australian Capital Territory,ACT,,canberra,Ignite Recruitment,,Yes,Information & Communication Technology,Developers/Programmers,Yes
51458845,SQL Server Database Developer,2021-02-04 06:46:21,https://www.seek.com.au/job/51458845,Australian Capital Territory,ACT,,,Exclaim IT,,,Information & Communication Technology,Database Development & Administration,Yes
51458325,SQL Server Database Developer,2021-02-04 06:04:41,https://www.seek.com.au/job/51458325,Australian Capital Territory,ACT,,,Modis,Yes,Yes,Information & Communication Technology,Database Development & Administration,
51458115,SQL Server Database Developer,2021-02-04 05:52:41,https://www.seek.com.au/job/51458115,Australian Capital Territory,ACT,,,Recruitment Hive,,,Information & Communication Technology,Developers/Programmers,Yes
51457535,Sql Server DataBase Developer,2021-02-04 05:15:14,https://www.seek.com.au/job/51457535,Australian Capital Territory,ACT,,,Continuum Recruitment,,Yes,Information & Communication Technology,Database Development & Administration,Yes
51457422,SQL Server Database Developer,2021-02-04 05:06:03,https://www.seek.com.au/job/51457422,Australian Capital Territory,ACT,,,Infinite Consulting,,Yes,Information & Communication Technology,Database Development & Administration,Yes
51451602,Software Developer - Multiple Positions,2021-02-03 23:18:15,https://www.seek.com.au/job/51451602,Australian Capital Territory,ACT,,canberra,3T Consulting and Services,Yes,,Information & Communication Technology,Developers/Programmers,Yes
51413648,Database Developer,2021-01-29 06:17:07,https://www.seek.com.au/job/51413648,Victoria,Melbourne,CBD & Inner Suburbs,melbourne,illion,,,Information & Communication Technology,Database Development & Administration,Yes
51362868,3x Senior SQL Server Database Developer(s),2021-01-21 22:43:59,https://www.seek.com.au/job/51362868,Australian Capital Territory,ACT,,canberra,Recruitment Hive,,Yes,Information & Communication Technology,Database Development & Administration,Yes
51353623,Data Developer,2021-01-21 00:01:10,https://www.seek.com.au/job/51353623,New South Wales,Sydney,,,CoreLogic,,,Information & Communication Technology,Engineering - Software,
51352388,SQL Server Database Developer,2021-01-20 22:32:42,https://www.seek.com.au/job/51352388,Australian Capital Territory,ACT,,canberra,PATH4 Group,Yes,,Information & Communication Technology,Database Development & Administration,Yes
51351227,SQL Server Database Developer,2021-01-20 19:00:34,https://www.seek.com.au/job/51351227,Australian Capital Territory,ACT,,canberra,Calleo,Yes,Yes,Information & Communication Technology,Database Development & Administration,
51349108,SQL Server Developer,2021-01-20 05:47:41,https://www.seek.com.au/job/51349108,Australian Capital Territory,ACT,,,Modis,Yes,Yes,Information & Communication Technology,Other,Yes
51345374,SQL Database Developer,2021-01-20 02:02:02,https://www.seek.com.au/job/51345374,Australian Capital Territory,ACT,,canberra,Recruitment Hive,,Yes,Information & Communication Technology,Database Development & Administration,
51343974,SQL Server Database Developer,2021-01-20 00:42:02,https://www.seek.com.au/job/51343974,Australian Capital Territory,ACT,,,Infinite Consulting,,Yes,Information & Communication Technology,Database Development & Administration,Yes
51342605,SQL Database Developer,2021-01-19 23:20:06,https://www.seek.com.au/job/51342605,Australian Capital Territory,ACT,,,GMT People,,Yes,Information & Communication Technology,Database Development & Administration,Yes
51341477,SQl Server Database Developer,2021-01-19 22:00:41,https://www.seek.com.au/job/51341477,Australian Capital Territory,ACT,,,Continuum Recruitment,,Yes,Information & Communication Technology,Database Development & Administration,Yes
51340196,SQL Server Database Developer,2021-01-19 10:06:08,https://www.seek.com.au/job/51340196,Australian Capital Territory,ACT,,canberra,Exclaim IT,,,Information & Communication Technology,Developers/Programmers,Yes
51325456,Azure DBA & Database Developer,2021-01-18 04:52:06,https://www.seek.com.au/job/51325456,New South Wales,Sydney,,,2XM,,,Information & Communication Technology,Database Development & Administration,
51539496,Senior Database Administrator,2021-02-15 16:51:14,https://www.seek.com.au/job/51539496,New South Wales,Sydney,North Shore & Northern Beaches,northsydney,Pebble IT Solutions,,,Information & Communication Technology,Database Development & Administration,
51549870,SQL Server Database Administrator (Data Lakes),2021-02-16 08:00:59,https://www.seek.com.au/job/51549870,New South Wales,Sydney,,,GRIT Talent Consulting,,Yes,Information & Communication Technology,Database Development & Administration,
51548626,SQL Database Administrator,2021-02-16 06:00:34,https://www.seek.com.au/job/51548626,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",sydney,Genesis Recruitment Solutions,Yes,,Information & Communication Technology,Database Development & Administration,
51548465,Database Administrator - Synergetic,2021-02-16 05:49:43,https://www.seek.com.au/job/51548465,Victoria,Melbourne,CBD & Inner Suburbs,melbourne,Clicks IT Recruitment,,Yes,Information & Communication Technology,Database Development & Administration,
51542976,Database Administrator,2021-02-16 00:50:05,https://www.seek.com.au/job/51542976,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",sydney,Steadfast Group,,,Information & Communication Technology,Database Development & Administration,
51539380,DB2 LUW Database Administrator,2021-02-15 11:48:29,https://www.seek.com.au/job/51539380,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",sydney,Bluefin Resources,,,Information & Communication Technology,Database Development & Administration,
51538477,Database Administrator,2021-02-15 07:45:43,https://www.seek.com.au/job/51538477,Victoria,Melbourne,CBD & Inner Suburbs,melbourne,FourQuarters Recruitment,,Yes,Information & Communication Technology,Database Development & Administration,
51537307,SQL Database Administrator,2021-02-15 06:06:11,https://www.seek.com.au/job/51537307,Australian Capital Territory,ACT,,canberra,Ignite Recruitment,,Yes,Information & Communication Technology,Database Development & Administration,Yes
51536638,SQL Database Administrator,2021-02-15 05:24:55,https://www.seek.com.au/job/51536638,New South Wales,Sydney,North Shore & Northern Beaches,northsydney,FinXL IT Professional Services,,,Information & Communication Technology,Database Development & Administration,
51535392,Database Administrator (Microsoft SQL Server),2021-02-15 04:16:07,https://www.seek.com.au/job/51535392,Australian Capital Territory,ACT,,russell,Finite IT Recruitment,,Yes,Information & Communication Technology,Database Development & Administration,Yes
51527246,Database Administrator - Sql upgrade,2021-02-13 10:45:29,https://www.seek.com.au/job/51527246,Queensland,Brisbane,,,TrooCoo,Yes,Yes,Information & Communication Technology,Database Development & Administration,
51523172,Database Administrator,2021-02-12 05:08:26,https://www.seek.com.au/job/51523172,New South Wales,Sydney,,,Finite IT Recruitment,,Yes,Information & Communication Technology,Database Development & Administration,
51516986,Database Administrator (Term Time),2021-02-11 23:13:10,https://www.seek.com.au/job/51516986,Victoria,Mornington Peninsula & Bass Coast,,mounteliza,Peninsula Grammar,Yes,Yes,Information & Communication Technology,Database Development & Administration,
51514024,Systems Database Administrator,2021-02-11 06:47:39,https://www.seek.com.au/job/51514024,New South Wales,Sydney,Parramatta & Western Suburbs,sydneyolympicpark,Paralympics Australia,,,Information & Communication Technology,Database Development & Administration,
51508668,Junior Database Administrator,2021-02-11 01:17:13,https://www.seek.com.au/job/51508668,Queensland,Brisbane,CBD & Inner Suburbs,southbrisbane,Blue Sky Markets,,,Information & Communication Technology,Database Development & Administration,
51500544,Database Administrator,2021-02-10 03:42:27,https://www.seek.com.au/job/51500544,Victoria,Melbourne,,,Robert Half,,Yes,Information & Communication Technology,Database Development & Administration,
51492060,Database Administrator,2021-02-09 06:02:33,https://www.seek.com.au/job/51492060,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",sydney,Genesis Recruitment Solutions,Yes,Yes,Information & Communication Technology,Help Desk & IT Support,
51483340,SQL Server Database Administrator,2021-02-08 20:43:32,https://www.seek.com.au/job/51483340,South Australia,Adelaide,,adelaide,DXC Technology,,,Information & Communication Technology,Database Development & Administration,Yes
51473130,Database Administrator,2021-02-07 04:49:28,https://www.seek.com.au/job/51473130,Victoria,Melbourne,CBD & Inner Suburbs,melbourne,HungryHungry,Yes,Yes,Information & Communication Technology,Database Development & Administration,
51470238,Application Database Administrator,2021-02-05 07:22:40,https://www.seek.com.au/job/51470238,Queensland,Brisbane,CBD & Inner Suburbs,brisbane,Boeing,,,Information & Communication Technology,Database Development & Administration,Yes
51470005,Database Administrator,2021-02-05 06:57:32,https://www.seek.com.au/job/51470005,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",sydney,Grays,,,Information & Communication Technology,Database Development & Administration,
51456555,SQL Server Database Administrator - Melbourne,2021-02-04 04:12:54,https://www.seek.com.au/job/51456555,Victoria,Melbourne,CBD & Inner Suburbs,melbourne,"Database Solutions, a division of NTT Ltd",,,Information & Communication Technology,Database Development & Administration,
51454398,SQL Server DBA,2021-02-04 02:06:08,https://www.seek.com.au/job/51454398,New South Wales,Sydney,Parramatta & Western Suburbs,,Link Group,,,Information & Communication Technology,Other,
51447593,Database Administrator,2021-02-03 05:45:39,https://www.seek.com.au/job/51447593,Victoria,Melbourne,CBD & Inner Suburbs,melbourne,Launch Recruitment,Yes,,Information & Communication Technology,Database Development & Administration,
51447456,SQL DBA,2021-02-03 05:37:05,https://www.seek.com.au/job/51447456,Queensland,Brisbane,CBD & Inner Suburbs,brisbane,Halcyon Knights,Yes,Yes,Information & Communication Technology,Engineering - Software,
51442309,Informix Database Administrator,2021-02-03 00:35:41,https://www.seek.com.au/job/51442309,Victoria,Melbourne,,melbourne,Salt Search,Yes,,Information & Communication Technology,Database Development & Administration,
51437413,CRM Support Officer,2021-02-02 06:19:39,https://www.seek.com.au/job/51437413,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",sydney,United Services Union,Yes,Yes,Information & Communication Technology,Database Development & Administration,
51429383,Database Administrator (Geoscience),2021-02-01 22:31:05,https://www.seek.com.au/job/51429383,New South Wales,"Newcastle, Maitland & Hunter",,maitland,Northbridge Recruitment,Yes,Yes,Government & Defence,Government - State,Yes
51426502,Database Administrator (NV1),2021-02-01 06:09:40,https://www.seek.com.au/job/51426502,New South Wales,Sydney,North Shore & Northern Beaches,,Peoplebank,,Yes,Information & Communication Technology,Database Development & Administration,
51390835,Progress OpenEdge Database Administrator (DBA),2021-01-27 04:18:27,https://www.seek.com.au/job/51390835,New South Wales,Sydney,Parramatta & Western Suburbs,northparramatta,Revolution Software Services,,,Information & Communication Technology,Database Development & Administration,
51352918,Database Administrator,2021-01-20 23:11:51,https://www.seek.com.au/job/51352918,Victoria,Melbourne,Eastern Suburbs,boxhill,Kingswood College,,,Information & Communication Technology,Database Development & Administration,
51342278,Database Administrator,2021-01-19 23:00:11,https://www.seek.com.au/job/51342278,New South Wales,Sydney,,,Talent International,,,Information & Communication Technology,Database Development & Administration,
51322774,Oracle Database Administrator,2021-01-18 02:26:52,https://www.seek.com.au/job/51322774,South Australia,Adelaide,,adelaide,DXC Technology,,,Information & Communication Technology,Database Development & Administration,Yes
51319865,DB2 DBA Specialist,2021-01-17 23:39:42,https://www.seek.com.au/job/51319865,New South Wales,Sydney,,,Capgemini,,,Information & Communication Technology,Database Development & Administration,
51456741,Senior Cloud Developer,2021-02-04 04:23:19,https://www.seek.com.au/job/51456741,Victoria,Melbourne,CBD & Inner Suburbs,melbourne,Private Advertiser,,,Information & Communication Technology,Developers/Programmers,
51361157,Senior Cloud Developer,2021-01-21 09:56:33,https://www.seek.com.au/job/51361157,Victoria,Melbourne,CBD & Inner Suburbs,melbourne,ResMed,,,Information & Communication Technology,Developers/Programmers,
51321174,Senior Cloud Developer,2021-01-18 00:57:58,https://www.seek.com.au/job/51321174,New South Wales,Sydney,,,Davidson Recruitment,,,Information & Communication Technology,Developers/Programmers,
51547165,Senior Cloud Engineer,2021-02-16 04:37:27,https://www.seek.com.au/job/51547165,Victoria,Melbourne,CBD & Inner Suburbs,melbourne,Just Digital People,Yes,Yes,Information & Communication Technology,Engineering - Software,
51545575,Senior Cloud Engineer,2021-02-16 03:14:34,https://www.seek.com.au/job/51545575,New South Wales,Sydney,North Shore & Northern Beaches,northsydney,Clicks IT Recruitment,,Yes,Information & Communication Technology,Engineering - Software,
51544993,Senior Cloud Engineer,2021-02-16 02:46:19,https://www.seek.com.au/job/51544993,Australian Capital Territory,ACT,,,Ampion,Yes,,Information & Communication Technology,Consultants,Yes
51514619,Senior Cloud Engineer,2021-02-11 08:15:51,https://www.seek.com.au/job/51514619,Western Australia,Perth,"CBD, Inner & Western Suburbs",perth,P&N Bank,,,Information & Communication Technology,Engineering - Software,
51499712,Senior Cloud Engineer,2021-02-10 03:00:08,https://www.seek.com.au/job/51499712,New South Wales,Sydney,Parramatta & Western Suburbs,sydneyolympicpark,NRMA,,,Information & Communication Technology,Engineering - Software,
51396827,Senior Cloud Engineer,2021-01-28 00:13:45,https://www.seek.com.au/job/51396827,Victoria,Melbourne,CBD & Inner Suburbs,melbourne,MYOB,,,Information & Communication Technology,Engineering - Software,
51370959,Senior Cloud Engineer,2021-01-22 06:30:11,https://www.seek.com.au/job/51370959,Victoria,Melbourne,CBD & Inner Suburbs,melbourne,John Holland,,,Information & Communication Technology,Networks & Systems Administration,
51369907,Senior Cloud Engineer,2021-01-22 05:30:43,https://www.seek.com.au/job/51369907,Victoria,Melbourne,CBD & Inner Suburbs,melbourne,Ampion,Yes,,Information & Communication Technology,Engineering - Software,
51363799,Solution Architect (Cloud / Applications),2021-01-21 23:46:45,https://www.seek.com.au/job/51363799,Queensland,Brisbane,,,U&U Recruitment Partners,,Yes,Information & Communication Technology,Architects,
51448755,Senior Cloud Consultant,2021-02-03 07:31:01,https://www.seek.com.au/job/51448755,Queensland,Brisbane,CBD & Inner Suburbs,brisbane,Hughes and Jones Consulting Pty Ltd,,,Information & Communication Technology,Consultants,
51496151,C#.NET Cloud Developer (Backend),2021-02-09 23:24:55,https://www.seek.com.au/job/51496151,Victoria,Melbourne,CBD & Inner Suburbs,melbourne,Drawboard Pty Ltd,,,Information & Communication Technology,Developers/Programmers,
51487950,SalesForce Commerce Cloud Developer,2021-02-09 02:17:06,https://www.seek.com.au/job/51487950,New South Wales,Sydney,Parramatta & Western Suburbs,parramatta,My Muscle Chef,,,Information & Communication Technology,Developers/Programmers,
51463611,Senior Salesforce Marketing Cloud Developer,2021-02-05 01:03:54,https://www.seek.com.au/job/51463611,Victoria,Melbourne,Eastern Suburbs,,Hays Recruitment,Yes,,Information & Communication Technology,Developers/Programmers,
51435178,Java Developer - AWS,2021-02-02 04:05:06,https://www.seek.com.au/job/51435178,New South Wales,Sydney,,,Talenza,,,Information & Communication Technology,Engineering - Software,
51435135,"Salesforce Developer Lightning Apex Analyst, Salesforce Cloud Developer Designer",2021-02-02 04:02:17,https://www.seek.com.au/job/51435135,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",sydney,Infinity Pro,,Yes,Information & Communication Technology,Developers/Programmers,
51427956,.NET Azure Developer,2021-02-01 10:31:08,https://www.seek.com.au/job/51427956,Victoria,Melbourne,Eastern Suburbs,,Sirius People,Yes,Yes,Information & Communication Technology,Developers/Programmers,
51401095,Salesforce Marketing Cloud Developer,2021-01-28 04:24:41,https://www.seek.com.au/job/51401095,Queensland,Brisbane,,,Finite IT Recruitment,,Yes,Information & Communication Technology,Database Development & Administration,
51361293,Developer - Enterprise Applications,2021-01-21 11:07:17,https://www.seek.com.au/job/51361293,Victoria,Melbourne,CBD & Inner Suburbs,melbourne,SEEK,,,Information & Communication Technology,Developers/Programmers,
51343310,Salesforce Marketing Cloud Developer,2021-01-20 00:02:01,https://www.seek.com.au/job/51343310,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",sydney,FIRESOFT People,,,Information & Communication Technology,Engineering - Software,
51548390,Azure DevOps Engineer - $130k-$150k + Super,2021-02-16 05:45:37,https://www.seek.com.au/job/51548390,New South Wales,Sydney,,,Allura Partners,,,Information & Communication Technology,Engineering - Software,
51543696,AWS Cloud Engineer,2021-02-16 01:31:29,https://www.seek.com.au/job/51543696,Queensland,Brisbane,CBD & Inner Suburbs,brisbane,Matrix Professional Services,Yes,Yes,Information & Communication Technology,Networks & Systems Administration,
51542556,Cloud Engineer (AWS),2021-02-16 00:29:41,https://www.seek.com.au/job/51542556,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",sydney,Robert Half,,,Information & Communication Technology,Networks & Systems Administration,
51540308,Cloud Engineer,2021-02-15 22:06:02,https://www.seek.com.au/job/51540308,New South Wales,Sydney,North Shore & Northern Beaches,,TPG,,,Information & Communication Technology,Engineering - Software,Yes
51536804,Cloud Engineer| 12 months FTC,2021-02-15 05:33:31,https://www.seek.com.au/job/51536804,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",sydney,PwC,,,Information & Communication Technology,Architects,
51530812,Cloud Engineer Graduate Program - Multiple Openings,2021-02-15 00:00:12,https://www.seek.com.au/job/51530812,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",sydney,Macquarie Telecom,,,Information & Communication Technology,Networks & Systems Administration,Yes
51529323,Sr. Cloud Engineer,2021-02-14 22:25:57,https://www.seek.com.au/job/51529323,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",sydney,Peoplebank,,,Information & Communication Technology,Engineering - Hardware,
51524811,JUNIOR AZURE CLOUD ENGINEER,2021-02-12 06:47:23,https://www.seek.com.au/job/51524811,Queensland,Brisbane,CBD & Inner Suburbs,kedron,Tony White Group,,,Information & Communication Technology,Networks & Systems Administration,
51524396,Cloud Engineer - AWS,2021-02-12 06:16:08,https://www.seek.com.au/job/51524396,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",bondijunction,The Nudge Group,Yes,,Information & Communication Technology,Engineering - Software,Yes
51523242,SENIOR AZURE MICROSOFT CLOUD ENGINEER,2021-02-12 05:12:28,https://www.seek.com.au/job/51523242,Queensland,Brisbane,CBD & Inner Suburbs,kedron,Tony White Group,,,Information & Communication Technology,Consultants,
51521104,DevOps / Cloud Engineer (AWS) - Brisbane,2021-02-12 03:21:27,https://www.seek.com.au/job/51521104,Queensland,Brisbane,CBD & Inner Suburbs,brisbane,Itoc,,,Information & Communication Technology,Engineering - Software,
51519788,Junior Cloud Engineer/Administrator,2021-02-12 02:02:54,https://www.seek.com.au/job/51519788,Australian Capital Territory,ACT,,canberra,Digital61,,,Information & Communication Technology,Engineering - Software,Yes
51519710,Cloud Engineer,2021-02-12 01:57:48,https://www.seek.com.au/job/51519710,Australian Capital Territory,ACT,,canberra,Digital61,,,Information & Communication Technology,Engineering - Software,Yes
51514343,Cloud Engineer,2021-02-11 07:24:49,https://www.seek.com.au/job/51514343,Western Australia,Perth,"CBD, Inner & Western Suburbs",perth,Valrose,,,Information & Communication Technology,Networks & Systems Administration,
51513528,Azure Cloud Engineer,2021-02-11 06:11:26,https://www.seek.com.au/job/51513528,New South Wales,Sydney,,,FinXL IT Professional Services,,Yes,Information & Communication Technology,Developers/Programmers,Yes
51513505,Azure Cloud Engineer,2021-02-11 06:09:25,https://www.seek.com.au/job/51513505,Victoria,Melbourne,,,FinXL IT Professional Services,,,Information & Communication Technology,Developers/Programmers,Yes
51512622,Azure Cloud Engineer,2021-02-11 05:15:48,https://www.seek.com.au/job/51512622,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",sydney,Profusion Group,,Yes,Information & Communication Technology,Networks & Systems Administration,
51512392,Cloud Engineer | AWS & Terraform,2021-02-11 05:01:07,https://www.seek.com.au/job/51512392,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",sydney,Tardis Group,,,Information & Communication Technology,Developers/Programmers,
51509789,Cloud Engineer - AWS,2021-02-11 02:30:17,https://www.seek.com.au/job/51509789,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",sydney,Mars Recruitment,,,Information & Communication Technology,Engineering - Software,Yes
51508678,AWS Cloud Engineer,2021-02-11 01:18:00,https://www.seek.com.au/job/51508678,New South Wales,Sydney,North Shore & Northern Beaches,,Bluefin Resources,,,Information & Communication Technology,Networks & Systems Administration,
51502829,AWS Cloud Engineer | NSW Government,2021-02-10 06:00:50,https://www.seek.com.au/job/51502829,New South Wales,Sydney,North Shore & Northern Beaches,,Ampersand International,Yes,,Information & Communication Technology,Engineering - Software,
51502538,Infrastructure & Cloud Engineer,2021-02-10 05:43:31,https://www.seek.com.au/job/51502538,Victoria,Melbourne,,,Slater & Gordon Lawyers,,,Information & Communication Technology,Other,
51500710,Site Reliability Engineer,2021-02-10 03:52:09,https://www.seek.com.au/job/51500710,Victoria,Melbourne,CBD & Inner Suburbs,melbourne,MCG (Aust) Pty Ltd,,Yes,Information & Communication Technology,Engineering - Software,Yes
51499381,Cloud Engineer,2021-02-10 02:41:43,https://www.seek.com.au/job/51499381,South Australia,Adelaide,,,The Network,Yes,Yes,Information & Communication Technology,Engineering - Network,
51497296,Azure Cloud Engineer/ Azure SME,2021-02-10 00:35:36,https://www.seek.com.au/job/51497296,Victoria,Melbourne,,melbourne,Davidson Recruitment,,,Information & Communication Technology,Networks & Systems Administration,Yes
51495318,Cloud Engineer,2021-02-09 22:31:01,https://www.seek.com.au/job/51495318,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",sydney,Attribute Group,Yes,,Information & Communication Technology,Developers/Programmers,
51493393,GCP Cloud Engineer,2021-02-09 08:20:16,https://www.seek.com.au/job/51493393,Victoria,Melbourne,,,Green Light Australia,Yes,Yes,Information & Communication Technology,Developers/Programmers,
51492132,Senior Public Cloud Engineer,2021-02-09 06:07:09,https://www.seek.com.au/job/51492132,New South Wales,Sydney,North Shore & Northern Beaches,northsydney,NEC,,,Information & Communication Technology,Architects,
51484075,Cloud Engineer - AWS,2021-02-08 22:16:03,https://www.seek.com.au/job/51484075,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",sydney,Austcorp Executive,,,Information & Communication Technology,Engineering - Software,
51481818,Cloud Engineer,2021-02-08 07:06:35,https://www.seek.com.au/job/51481818,Western Australia,Perth,"CBD, Inner & Western Suburbs",westperth,Australian Finance Group,,,Information & Communication Technology,Networks & Systems Administration,
51477035,Cloud/Fullstack Engineer,2021-02-08 01:47:50,https://www.seek.com.au/job/51477035,Victoria,Melbourne,CBD & Inner Suburbs,cremorne,XY Sense,,,Information & Communication Technology,Developers/Programmers,
51473749,Junior Cloud Engineer,2021-02-07 13:45:57,https://www.seek.com.au/job/51473749,Queensland,Brisbane,,,GRIT Talent Consulting,,,Information & Communication Technology,Networks & Systems Administration,
51472847,Cloud Engineer/ Senior Software Engineer - Permanent Role,2021-02-07 00:28:40,https://www.seek.com.au/job/51472847,Victoria,Melbourne,CBD & Inner Suburbs,melbourne,Private Advertiser,,,Information & Communication Technology,Engineering - Software,
51468244,Systems Cloud Engineer,2021-02-05 05:15:09,https://www.seek.com.au/job/51468244,Victoria,Melbourne,CBD & Inner Suburbs,melbourne,Talent International,Yes,,Information & Communication Technology,Networks & Systems Administration,
51467606,Platform Engineer/Cloud Engineer,2021-02-05 04:46:09,https://www.seek.com.au/job/51467606,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",sydney,Recruit IT,Yes,,Information & Communication Technology,Engineering - Software,
51466738,Senior Azure Cloud Engineer-Terraform,2021-02-05 04:00:50,https://www.seek.com.au/job/51466738,Victoria,Melbourne,CBD & Inner Suburbs,melbourne,Attribute Group,,,Information & Communication Technology,Architects,
51466737,Senior Azure Cloud Engineer-Terraform,2021-02-05 04:00:49,https://www.seek.com.au/job/51466737,Victoria,Melbourne,CBD & Inner Suburbs,melbourne,Attribute Group,,,Information & Communication Technology,Engineering - Software,
51466500,Microsoft Azure Cloud Engineer,2021-02-05 03:46:33,https://www.seek.com.au/job/51466500,New South Wales,Sydney,Ryde & Macquarie Park,,Balance Recruitment,,,Information & Communication Technology,Engineering - Network,
51464026,AWS Cloud Engineer,2021-02-05 01:30:50,https://www.seek.com.au/job/51464026,Victoria,Melbourne,CBD & Inner Suburbs,melbourne,United Super,,,Information & Communication Technology,Engineering - Software,
51463854,Systems & Cloud Engineer,2021-02-05 01:20:05,https://www.seek.com.au/job/51463854,Victoria,Melbourne,,,Davidson Recruitment,,,Information & Communication Technology,Networks & Systems Administration,Yes
51457461,AWS Cloud Engineer,2021-02-04 05:09:02,https://www.seek.com.au/job/51457461,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",sydney,Private Advertiser,,,Information & Communication Technology,Networks & Systems Administration,
51456352,Azure Cloud Engineer,2021-02-04 04:00:47,https://www.seek.com.au/job/51456352,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",sydney,U&U Recruitment Partners,Yes,,Information & Communication Technology,Engineering - Network,
51454974,Azure Cloud Engineer,2021-02-04 02:40:37,https://www.seek.com.au/job/51454974,Australian Capital Territory,ACT,,canberra,FinXL IT Professional Services,,Yes,Information & Communication Technology,Developers/Programmers,Yes
51452566,Azure Cloud Engineer,2021-02-04 00:17:17,https://www.seek.com.au/job/51452566,Australian Capital Territory,ACT,,,face2face Recruitment,Yes,Yes,Information & Communication Technology,Engineering - Network,Yes
